"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","Vehicle_rep1","Vehicle_rep2"
"AP3B1",1691,2911,2393,2427,2511,2915,2889,1916,3479,1346,1804,2577,4694,2055,1939,2633,660,3521,2705,2803,2165,1965,5386
"AP3B2",991,637,1284,1765,1509,548,1889,1430,1198,488,1530,1085,1105,1472,1158,479,498,861,560,496,575,158,751
"AP3D1",7061,15735,5892,6108,8290,9834,20073,9641,15595,5696,11186,8219,16785,13129,6397,7296,2432,9814,9678,10007,9460,4036,17134
"AP3M1",2752,4963,1487,3074,1983,4281,5506,1663,2803,1510,2027,2114,2975,2851,2898,2111,642,2193,1866,2283,1558,3366,7385
"AP3M2",1243,2936,1129,2088,1467,3451,1741,1449,2631,1615,1785,1311,2033,2352,1584,1595,530,1349,929,1411,1452,914,2376
"AP3S1",2356,3184,3067,2442,2007,2652,2046,1719,2120,1962,1736,1579,2405,1648,2307,1784,653,3496,1691,1360,2000,1009,1712
"AP3S2",581,1309,1319,1378,1768,1761,1926,1816,1643,915,981,1922,2040,1545,1119,969,534,1543,1628,876,1479,123,319
"AP4B1",773,1047,668,1102,742,863,1318,1240,1063,945,908,590,1020,1848,1193,748,397,1048,905,917,651,277,892
"AP4B1-AS1",18,19,5,17,16,23,49,46,17,27,24,7,17,79,36,20,10,21,4,16,9,4,6
"AP4E1",298,477,904,879,743,868,827,456,481,274,371,497,771,733,409,438,144,704,364,491,320,411,1004
"AP4M1",647,3688,1645,2637,786,2228,2261,2828,1271,1649,1317,2261,1675,3743,1354,1065,579,1907,1052,933,1538,400,1881
"AP4S1",216,421,243,401,729,454,212,502,344,380,416,630,834,693,1139,369,328,1705,682,1079,489,312,603
"AP5B1",535,1192,413,799,633,823,1073,523,757,414,555,496,898,1092,427,706,168,644,413,490,700,620,2498
"AP5M1",1305,3240,1241,2307,2311,2854,1614,2067,1590,1122,2088,1743,2613,2665,2908,1265,621,1941,1880,1093,1918,1209,2960
"AP5S1",490,1729,826,934,735,881,598,1698,1265,898,857,1198,934,1129,814,698,339,1172,889,466,1539,511,1855
"AP5Z1",1233,8163,1771,2654,2112,3602,3810,7087,2988,2398,2186,2632,2941,4284,2354,1786,906,2687,1867,2032,3191,1024,5056
"APAF1",917,1069,601,1641,1086,1400,1974,677,734,559,1183,745,1113,1099,1422,982,243,917,748,1045,447,686,1848
"APBA1",756,1318,613,564,2211,1641,2676,619,967,1071,2823,665,1154,2747,2014,668,372,687,906,805,529,964,3605
"APBA2",1406,6690,1133,7358,5917,4706,10813,3764,6175,1838,7661,2824,5615,6935,4094,2803,1027,5798,3463,3435,3487,1256,5483
"APBA3",698,1215,524,537,627,774,2082,2211,1395,860,1053,1198,1230,1538,832,659,429,837,741,1293,1259,268,1284
"APBB1",4283,7324,1837,10537,10628,6056,11636,6072,8288,4117,7426,3064,4775,5688,4550,3515,1492,5285,4182,3415,4126,2973,12087
"APBB1IP",147,2365,1430,3045,1151,3836,1276,1343,5651,2365,676,3581,963,1890,2003,2620,774,1924,2010,269,1881,0,3
"APBB2",4150,7064,1568,3385,4706,5821,7687,3157,4378,1815,7940,2121,5608,4501,5727,3543,1515,1886,3514,6148,2261,2400,5900
"APBB3",696,949,462,608,765,741,2539,3091,634,1687,833,1071,497,4254,1211,1279,621,1176,177,912,625,256,710
"APC",6984,9678,2405,3129,7865,8930,8310,5624,5676,5962,5372,4342,8971,11335,6066,7607,1026,3593,5030,3698,4237,5309,14625
"APC2",5885,6172,452,2910,13588,10740,31202,19898,23757,10941,23519,7823,13038,9192,5958,9877,3366,4034,8772,3560,7250,4461,22858
"APCDD1",1850,4489,669,2261,4704,5022,8128,6644,9113,10129,5546,4163,5225,5843,9293,6352,975,3274,3896,771,3330,198,609
"APCDD1L",44,11,410,4,23,43,0,37,14,95,10,235,7,424,6,220,3,817,151,605,265,117,472
"APCS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"APEH",2581,7755,2768,4514,2533,4645,6015,4393,5628,5537,3386,4285,5850,9081,3980,4570,1252,6506,4316,2909,5015,3354,14949
"APELA",0,0,0,1,0,0,0,11,0,36,0,1,2,20,0,0,0,6,0,0,0,0,0
"APEX1",6824,9806,3379,7448,5316,7979,6699,5183,7572,3275,11372,9041,10380,9959,9106,4023,2311,9231,6442,6345,4509,4602,16511
"APEX2",905,2319,1437,3749,924,2838,1395,1056,2157,1027,1069,2315,1593,1985,1006,923,343,1470,1227,1090,1015,475,1851
"APH1A",7215,18222,6990,11395,7276,11413,9388,10627,13511,9289,12166,11751,13612,11774,10684,8598,3505,14128,10928,10217,12307,4520,16622
"APH1B",1067,908,1049,1340,1378,1868,1047,1183,1617,1026,1020,1525,1930,2790,1277,1846,532,2183,1493,2310,1234,606,1490
"API5",3402,5597,4056,4293,4171,5954,6159,3311,4916,3241,3611,3758,6171,4882,5366,3027,1313,6057,4159,5188,4493,3066,7009
"APIP",806,1006,964,902,1018,729,863,1386,1000,970,818,584,850,1102,742,768,344,1104,618,677,714,245,643
"APLF",28,87,119,65,90,136,207,127,295,137,92,45,169,271,89,101,30,152,115,45,121,86,189
"APLN",1506,6134,18360,9556,7270,6625,2058,7184,10491,4423,5944,8501,10456,5389,14908,7620,3116,8628,7417,5636,9230,7,27
"APLNR",1783,4138,3659,6602,15546,7104,1638,10991,12624,4691,1983,21229,7640,13926,5096,10498,2270,15102,1681,1535,16911,10,72
"APLP1",6783,20335,15218,21115,44989,12372,20350,5444,20978,6288,18805,8486,8563,12021,11484,6935,2558,10996,20461,8374,10629,5677,23831
"APLP2",18465,30463,97362,32664,24281,37484,24885,19953,39586,36103,19465,42684,44026,27331,27978,32589,9418,98033,42471,28095,34820,29541,108047
"APMAP",5588,7200,5448,9699,5905,9258,7041,7842,8360,8157,10249,8795,7800,7559,8029,6469,2659,13387,7077,6150,6700,3698,13054
"APOA1",9,24,18,23,9,8,10,20,16,11,8,37,9,17,14,0,3,228,2,10,11,33,156
"APOA2",4,0,0,1,0,0,2,0,0,0,0,2,0,3,1,0,0,1,0,0,0,0,0
"APOA4",0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"APOA5",1,0,0,0,2,1,1,0,0,1,2,4,0,1,0,1,0,13,0,3,0,0,1
"APOB",0,4,40,1,64,13,17,61,6,70,3,10,11,576,16,21,3,13,17,3,11,0,1
"APOBEC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"APOBEC2",3,1,1,5,10,7,16,11,4,10,6,0,5,25,7,3,0,3,3,4,7,4,7
"APOBEC3A",1,39,6,47,2,7,20,28,5,12,6,15,6,95,17,8,10,12,2,2,31,0,0
"APOBEC3B",173,685,63,543,68,376,20,128,371,51,100,318,262,80,119,123,60,369,170,152,110,68,226
"APOBEC3B-AS1",0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0
"APOBEC3C",509,2641,4030,2387,1155,2196,447,2048,2176,2619,384,3514,2167,1455,1074,3245,678,4579,1666,587,3712,404,1325
"APOBEC3D",45,102,79,191,26,89,22,117,47,117,21,116,62,97,69,301,61,66,51,26,98,3,10
"APOBEC3F",228,358,182,289,81,265,58,272,112,305,41,257,222,249,132,358,101,359,142,144,292,77,236
"APOBEC3G",174,564,804,549,275,785,145,674,528,613,106,845,463,615,461,863,311,1008,162,58,1067,10,46
"APOBEC3H",3,11,32,28,26,12,10,36,42,17,2,21,3,18,15,37,22,19,17,10,24,1,1
"APOBEC4",0,0,5,2,0,4,0,0,1,1,0,1,1,2,0,0,1,0,0,1,0,0,0
"APOBR",73,1053,1187,841,568,925,484,462,593,286,250,378,416,460,219,344,93,600,354,76,283,7,28
"APOC1",1126,9730,2275,8265,9404,4907,2428,7559,6818,10731,2700,12551,2319,2662,4971,10117,3812,11577,3075,886,5801,15,60
"APOC1P1",4,40,6,53,40,22,17,69,49,70,15,38,8,14,21,20,13,53,4,3,26,0,0
"APOC2",24,129,36,199,96,383,134,117,359,204,51,162,34,71,136,148,85,129,59,18,239,0,0
"APOC3",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"APOC4",0,0,0,0,0,0,0,2,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0
"APOC4-APOC2",3,35,13,52,37,57,32,21,75,41,6,41,10,21,39,49,21,31,28,10,43,0,0
"APOD",22056,1639,26663,5011,16993,5679,15175,1929,10823,5094,6850,21176,480,1272,6800,4000,2471,5209,541,1028,1280,50,159
"APOE",12108,169016,17529,120847,82130,33901,29148,104425,96133,70211,31011,131674,36581,32201,67857,68805,20715,107693,19908,6095,106416,1181,6179
"APOF",2,2,1,1,1,2,3,7,2,9,0,19,4,4,2,0,1,3,0,1,0,0,2
"APOH",1,2,8,1,1,2,1,72,10,175,4,3,3,4,3,11,1,4,0,0,0,0,1
"APOL1",319,767,2700,4568,771,777,557,804,1157,563,263,3087,1418,1147,358,1798,559,505,358,178,1816,16,43
"APOL2",1794,4168,3837,4502,3943,2088,3701,4211,7117,1810,1584,2830,4252,2652,1317,5148,1269,3318,1468,1713,6051,859,2606
"APOL3",259,551,536,1339,779,387,283,763,813,615,300,1043,441,1043,264,899,343,852,489,254,653,8,22
"APOL4",639,435,716,1702,928,481,75,1181,663,697,684,5195,1843,990,850,2712,1074,1803,162,103,841,239,777
"APOL5",8,5,0,2,1,5,4,5,1,2,1,0,2,0,5,0,3,3,3,0,2,0,0
"APOL6",771,3742,1731,3092,2027,1878,1501,1787,1510,803,619,2078,4407,1568,854,2603,627,2040,1175,1024,2795,306,736
"APOLD1",1460,1901,1450,6418,1963,4431,2579,1440,4681,1254,2060,2101,5368,2423,1961,4583,2632,2384,2824,1165,4057,123,351
"APOM",60,268,95,289,126,305,251,351,290,161,151,308,191,276,165,90,80,167,191,202,134,56,209
"APOO",1364,1619,1286,1837,764,1912,1254,1110,1200,927,909,1323,1363,1120,1129,987,563,1583,995,846,882,448,1224
"APOOL",833,1507,855,1889,1311,2751,2244,853,1498,992,1118,948,1414,1089,1540,944,342,1166,979,1137,840,782,1201
"APOOP5",6,2,2,4,1,6,5,1,1,2,2,3,7,3,3,1,2,5,3,1,2,0,0
"APP",53303,115383,78529,121794,80596,84909,32567,57659,86929,65093,80695,68572,143024,36274,52879,61991,24545,189481,117279,66730,68632,37897,129787
"APPBP2",1995,4118,1622,2471,3711,3272,4236,2491,3826,2000,2433,2258,4999,3712,4134,2538,764,3241,3214,3880,2105,2468,5091
"APPL1",1720,3060,2342,4289,3080,3367,5104,1918,3860,2433,2572,2356,4526,3339,3468,2832,699,2962,2777,3630,1976,1200,2581
"APPL2",1437,3018,1517,3127,3136,3369,3824,3709,4274,4148,2469,2822,3294,5054,3025,3963,1014,3567,3113,1651,4653,1630,4960
"APRT",2424,4165,1410,2732,1286,2253,2560,2227,4541,2838,934,2925,2399,2455,1864,1601,955,3797,1676,925,3114,1537,6360
"APTR",422,949,455,459,403,659,596,1014,514,719,526,598,662,566,787,379,204,583,456,628,545,117,370
"APTX",1922,1876,1249,1434,963,1546,2128,1325,1240,747,1523,1313,906,1851,1648,812,460,1039,873,1142,1139,715,2069
"AQP1",1940,7104,6317,12773,79625,16195,48089,102820,12902,82705,12436,55951,15579,186302,41328,86974,7962,26826,28565,2784,45966,57,179
"AQP10",1,2,1,0,1,1,3,1,0,3,0,4,0,3,1,0,2,0,0,1,1,0,0
"AQP11",263,305,102,140,191,159,100,174,270,346,134,125,121,260,271,121,53,177,131,140,118,81,299
"AQP12A",0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"AQP12B",0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0
"AQP2",7,6,0,1,3,1,1,1,1,2,0,7,1,34,1,0,0,1,5,2,0,3,5
"AQP3",42,173,162,62,57,26,43,31,50,85,69,85,57,122,172,59,26,335,50,57,204,256,902
"AQP4",20326,56294,4473,43881,41514,159764,10317,110605,38408,38061,23277,89090,68553,147279,81218,35210,18087,14106,58466,34476,82216,2462,5760
"AQP4-AS1",103,115,23,226,66,1048,66,691,1242,250,65,310,840,517,185,368,108,86,162,255,193,2,13
"AQP5",412,340,8,32,60,234,195,977,16,383,60,341,211,2107,23,200,53,150,159,41,150,6,33
"AQP6",157,332,59,148,82,259,423,410,97,247,50,285,73,2044,160,147,31,96,172,80,90,11,67
"AQP7",3,0,3,8,14,2,3,4,6,9,2,1,0,4,5,1,4,4,0,1,1,0,1
"AQP7P1",268,5,9,5,2,1,242,8,9,15,23,3,0,21,35,2,1,12,2,9,7,1,8
"AQP7P3",1,0,1,0,0,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3,7
"AQP8",6,4,0,2,4,5,11,10,13,5,12,1,3,3,8,1,7,3,2,3,9,0,2
"AQP9",18,444,1707,107,527,274,396,78,37,452,44,64,48,217,227,1057,35,222,293,58,1100,0,3
"AQR",844,1816,1895,2784,1937,3163,2786,1702,1923,1063,1683,1995,3536,5036,1590,1484,543,2487,2279,3272,962,1398,3845
"AR",296,2532,718,2768,851,4079,567,1578,2954,1790,794,990,2514,7112,618,1284,250,441,1948,698,596,589,1733
"ARAF",1772,5328,1567,5244,2103,5073,4708,2675,3658,2547,2126,3678,3374,4370,2311,2554,1102,4162,2623,2516,3030,1157,4714
"ARAP1",2520,6726,3561,5958,4828,5440,5146,3991,7359,4673,3014,4886,4190,6319,3640,5529,1266,5058,4306,2714,4672,1716,7867
"ARAP2",339,4372,1457,2167,3539,3184,2213,2386,2512,2423,743,1212,3403,8938,1144,3398,539,1114,3290,2822,2120,768,1464
"ARAP3",1009,5301,1284,1188,994,1512,5946,5297,617,2553,1692,2649,6499,3352,2032,2051,1025,8116,1569,743,2255,422,1922
"ARC",2368,5234,789,641,714,1199,26081,3183,5644,691,2042,1975,11156,972,1733,2166,2399,3406,267,434,2602,207,956
"ARCN1",5341,9169,7892,7934,7235,9152,9940,4470,9436,5352,5546,4392,9282,6789,6881,4377,1800,9006,6027,8393,5956,5261,13768
"AREG",15,2,519,7,15,20,12,43,7,238,12,6,31,4,12,69,23,105,79,67,73,0,0
"AREL1",977,2122,1276,1764,2388,3542,2266,1592,1649,897,2460,1539,3629,2184,2844,1303,472,2754,2039,2263,1973,2813,8712
"ARF1",15424,23684,17589,23351,12978,17727,28026,12334,32551,13751,19787,22422,20911,13580,15268,13970,6578,27300,8637,15707,19432,6592,25595
"ARF3",8879,19344,10467,14125,10646,14027,12999,11555,17626,10540,6251,11282,51491,13903,13803,12883,3338,18018,11627,5383,11602,7430,23013
"ARF4",7104,11255,15095,10285,8162,9936,10454,8263,13913,11687,8382,8560,10213,9688,11470,7288,3432,10645,9989,12443,9593,4795,12177
"ARF5",6783,12508,4502,11918,3659,8932,10338,8944,10672,8341,7394,11063,8588,5593,7351,4711,2611,13083,4832,3901,7841,3218,12881
"ARF6",2050,5965,4262,5344,2629,4656,2691,2556,2880,1830,2129,6523,4952,3275,3359,2182,1027,4317,4226,3651,3480,1799,4815
"ARFGAP1",3020,5071,2273,3882,3278,3375,8251,9894,4200,3084,5679,3483,3374,9376,3707,3287,1488,4680,1635,3584,4911,1362,5340
"ARFGAP2",2855,5617,2825,4070,4895,4752,5086,5384,7461,3752,4865,3777,5106,6898,4153,2973,1482,5802,3989,3398,4200,2600,10270
"ARFGAP3",3111,2910,1731,3800,1927,2980,2974,2501,2877,2415,2524,1779,2841,1644,1605,2537,844,3455,1192,1670,2337,1324,3764
"ARFGEF1",894,3720,1699,1927,1813,2870,3069,1671,2557,1462,1756,1622,3648,2647,2290,2138,516,2621,1121,1215,1775,2397,5985
"ARFGEF2",870,2482,1465,2098,2165,2355,1908,1224,1812,1225,1527,1284,1647,2322,1726,1568,434,1641,951,1543,1909,1074,3412
"ARFIP1",1138,2089,2030,1649,1569,2099,1969,1637,1887,1992,840,1597,2782,1405,2008,1741,709,2463,1519,1081,1967,1095,2312
"ARFIP2",3022,4638,1730,2556,2382,2545,2581,3623,5185,3028,2665,2338,3335,3517,2109,1615,831,3290,1907,2747,3208,1564,5970
"ARFRP1",699,2070,1407,1553,1393,1510,1663,3795,1743,1172,2242,1758,1616,4886,1328,1225,534,2728,1339,1824,2724,622,2501
"ARG1",3,11,4,36,3,3,21,32,2,15,9,36,1,108,6,9,11,21,39,3,13,1,1
"ARG2",866,365,149,294,386,210,451,174,324,259,479,389,133,86,450,167,69,371,177,172,412,396,1000
"ARGFX",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ARGFXP2",5,1,2,1,1,0,2,1,2,1,4,0,1,5,2,2,0,0,0,6,0,0,1
"ARGLU1",1907,1778,1416,4660,2028,3284,16511,8477,2263,3438,3729,2453,3325,3597,4045,2449,2028,6399,776,2804,2175,1112,2915
"ARHGAP1",3930,15264,5565,8609,9328,9839,9918,8023,12673,6082,6193,6274,8465,8243,6313,10047,2149,8190,7085,4297,7835,1893,7512
"ARHGAP10",205,640,855,919,322,412,951,340,904,508,321,405,494,616,357,462,194,668,414,230,319,199,680
"ARHGAP11A",734,1486,271,2937,1469,1823,2953,581,443,221,1179,573,1938,990,882,345,170,854,645,1186,305,671,1564
"ARHGAP12",2787,4683,1301,2148,2294,5699,4243,2756,2181,2150,1447,3381,2855,3349,2561,2043,743,1796,1655,2373,1864,1986,4184
"ARHGAP15",941,320,274,333,260,352,89,222,380,439,113,523,176,228,324,442,232,344,273,49,469,1,1
"ARHGAP17",1517,3164,1402,3623,2283,3065,4206,2159,4072,1380,2187,1787,2659,2287,1987,1842,695,2966,1626,1375,1499,1097,4303
"ARHGAP18",381,1155,2702,1293,1045,1689,404,894,644,1400,510,2417,1242,621,1585,2426,983,1817,1326,392,2036,324,739
"ARHGAP19",550,910,258,1132,817,1587,3432,638,935,632,718,476,1194,796,602,714,128,876,458,1264,466,444,1297
"ARHGAP19-SLIT1",60,1,0,4,23,2,40,10,44,4,9,6,9,11,11,1,0,17,0,7,0,0,0
"ARHGAP20",140,954,529,667,361,423,173,295,188,392,259,302,755,541,454,291,80,1176,607,697,262,1,29
"ARHGAP21",4348,24511,4422,8579,18156,21146,24567,5210,6015,4106,5704,6929,10589,12458,5711,7633,3884,5102,6354,11608,3462,4402,13151
"ARHGAP22",868,1043,582,1422,1662,888,759,349,1392,438,463,865,252,492,511,591,158,513,511,124,362,44,165
"ARHGAP23",2190,9792,2468,4073,11467,5659,11204,5901,4188,1915,3064,3566,5402,6106,3522,2600,747,4474,2717,1443,1750,1075,4713
"ARHGAP24",465,439,729,1924,946,920,206,421,1007,1372,610,607,396,880,739,538,236,800,587,64,603,102,315
"ARHGAP25",700,624,677,900,459,835,542,722,1140,640,274,1134,491,764,650,1439,371,1653,476,84,1002,0,6
"ARHGAP26",929,1624,1552,1545,1382,2984,1185,1219,1191,1528,658,2321,1471,2407,1864,2022,853,2114,1621,1075,1472,211,533
"ARHGAP26-AS1",1,0,1,2,1,0,2,0,0,0,0,28,0,3,2,0,2,3,0,0,1,0,0
"ARHGAP27",279,1107,950,1079,668,1236,627,1381,1291,1067,377,1339,459,1413,964,1049,565,1288,574,176,929,31,104
"ARHGAP28",105,12,128,1175,111,37,358,12,667,66,353,30,38,76,162,35,14,22,34,8,23,35,83
"ARHGAP29",842,2084,1327,1485,1243,1593,528,728,510,1014,514,740,1578,1304,2151,1730,589,2187,3051,2214,2411,1366,2875
"ARHGAP30",175,1483,1181,1218,1357,1657,818,907,1313,1372,403,1899,528,1300,929,1896,374,1442,1237,266,1298,11,45
"ARHGAP31",1706,4580,1867,3323,2171,4289,7560,2006,13394,3040,3866,2905,5597,4947,2641,3421,1050,4127,2819,1361,2110,1007,3717
"ARHGAP32",1114,1190,1384,2603,2207,3359,3449,1657,2956,1185,1963,1288,2740,4688,1523,1789,667,2204,1409,2252,1082,1095,3338
"ARHGAP33",2144,4904,723,3535,3229,2983,13261,4148,4150,1967,6468,2122,3324,3943,3926,998,737,1633,2189,2602,1355,715,3365
"ARHGAP35",4225,9825,3462,6698,8619,9027,18478,5319,5436,4224,5705,5316,11642,8696,6080,4597,1302,5106,8097,7513,3216,4793,17605
"ARHGAP36",19,110,78,50,355,105,4,137,42,26,45,209,7,1577,353,24,38,10,262,10868,58,208,725
"ARHGAP39",639,2248,530,2425,1421,1487,2436,1328,1920,960,1724,893,1483,2292,1467,760,231,1192,569,449,730,500,2528
"ARHGAP4",350,1511,1494,1938,1222,1550,962,1917,2168,1588,414,2007,703,2077,917,2321,682,1824,1119,269,2063,62,221
"ARHGAP40",7,5,64,1,7,2,7,53,5,38,2,6,0,38,4,1,4,52,13,10,5,0,2
"ARHGAP42",407,1035,490,1028,493,827,1263,424,413,543,691,430,1395,807,891,1143,179,935,700,1150,493,308,857
"ARHGAP44",149,78,104,91,436,169,58,83,322,56,283,127,154,267,388,107,146,69,27,181,108,45,145
"ARHGAP5",1402,7397,2409,5021,6775,6302,4230,2204,2299,2514,3589,3866,6571,12517,5949,2883,903,4179,5324,4218,2358,2790,5454
"ARHGAP5-AS1",183,511,81,259,401,203,447,93,214,191,521,987,189,850,649,147,61,256,193,109,133,101,235
"ARHGAP6",86,133,428,1924,460,295,516,807,456,373,184,342,1222,957,170,410,168,1504,481,65,712,9,33
"ARHGAP8",2,2,3,2,3,3,4,4,8,1,4,4,2,7,2,7,0,4,0,0,6,0,0
"ARHGAP9",91,622,759,784,389,744,304,820,673,707,303,707,345,655,432,806,306,793,539,121,817,0,6
"ARHGDIA",9832,19142,12681,10791,9906,10955,17114,10215,18315,6038,8555,11727,12144,11795,9009,7006,3527,16380,7939,6031,10999,5936,29511
"ARHGDIB",1897,5527,9615,8028,4882,8186,2420,5275,10257,6638,3212,10868,5054,3253,7676,8742,5633,10060,6130,954,10527,13,45
"ARHGDIG",139,23,13,68,707,58,326,240,157,61,471,169,189,625,941,32,169,48,4,277,134,12,78
"ARHGEF1",1349,3212,2457,3420,2558,3120,6326,7436,3131,2875,1669,3922,4556,5704,3186,3404,1839,5018,2452,2196,2454,1017,4775
"ARHGEF10",658,3819,2665,4130,3453,2680,4806,2606,1549,2319,1437,1942,3007,3836,2148,1411,863,2018,1160,738,1548,908,3510
"ARHGEF10L",1240,9051,1697,5147,2453,4611,3468,5935,5093,3053,3048,3491,4108,6198,3771,3496,944,2789,3751,1756,2492,1061,5167
"ARHGEF11",2111,2576,2548,2567,2481,2764,4348,2226,3636,1925,3525,2702,3383,4806,2729,2826,700,2623,1538,2230,2056,1260,4890
"ARHGEF12",3851,10065,6033,7636,6221,9759,7750,4871,9788,5355,5079,4929,12512,10297,7205,7259,2039,8114,6901,5453,5821,6076,17399
"ARHGEF15",142,277,177,309,256,459,180,538,249,234,345,265,326,492,763,428,285,383,235,28,247,0,0
"ARHGEF16",35,42,23,419,145,21,164,29,88,51,149,21,10,50,244,28,5,50,24,18,20,5,15
"ARHGEF17",2519,5560,2129,2634,2897,4669,2728,4152,4277,1901,3014,2472,4855,6508,4207,2723,1466,4393,2721,1780,3387,2562,12367
"ARHGEF18",239,743,194,448,441,438,681,268,705,255,470,315,700,640,371,366,96,350,550,576,446,1820,7526
"ARHGEF19",60,341,131,86,91,138,216,111,124,329,60,218,140,447,201,203,44,139,77,59,122,54,266
"ARHGEF2",3996,7018,4641,5491,9155,6406,8770,7482,9076,3775,12163,2983,9055,3980,6511,3728,1417,10642,2775,2485,3480,2099,8331
"ARHGEF25",2115,1547,673,1006,11280,1241,2115,1934,2885,1837,17809,952,2496,2550,19627,1332,612,2124,1388,1014,1306,834,3293
"ARHGEF26",474,4092,2811,3002,1699,3294,1540,3762,3162,3021,2098,2192,6820,7748,1782,3305,1334,2586,5291,4877,2443,732,1915
"ARHGEF26-AS1",149,388,178,167,345,217,300,1157,560,2309,624,552,500,1862,833,506,289,384,495,443,540,15,28
"ARHGEF28",731,1214,227,422,120,966,216,215,57,67,539,159,542,529,329,117,118,192,178,99,165,145,445
"ARHGEF3",2410,5445,2754,3475,3194,2083,2801,1679,5606,3315,2456,2896,6617,2464,3454,2956,640,6527,3692,4684,3927,1034,3318
"ARHGEF3-AS1",0,0,0,1,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ARHGEF33",41,30,6,24,31,47,68,61,32,75,46,13,41,60,51,79,14,30,6,14,20,11,33
"ARHGEF34P",5,7,41,9,8,4,0,4,5,9,3,3,5,8,5,4,2,4,4,1,5,6,12
"ARHGEF35",5,5,119,1,7,0,0,5,0,7,3,4,6,2,8,6,1,5,0,2,4,1,5
"ARHGEF37",250,907,460,1517,3994,1410,1563,836,949,1326,540,378,784,387,719,941,362,826,649,789,554,68,234
"ARHGEF38",13,16,14,13,11,20,13,12,14,10,13,7,16,8,8,15,4,11,3,4,7,0,0
"ARHGEF38-IT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARHGEF39",694,327,134,420,200,293,686,185,199,76,285,173,135,444,258,60,54,108,123,380,70,69,213
"ARHGEF4",1548,8548,1058,2274,3080,1632,7054,9987,3145,4790,2067,2594,4662,9140,2850,6252,748,2195,5232,3636,4352,326,1378
"ARHGEF40",2865,8675,2734,5101,3277,6559,7006,5573,5994,3478,5476,7787,9123,11798,6212,2941,1335,5342,3885,2713,3016,3152,15585
"ARHGEF5",14,22,387,13,150,23,17,13,28,74,9,4,14,18,31,30,10,83,18,6,44,10,63
"ARHGEF6",6247,12651,2893,8931,4635,20125,2989,5425,7214,5604,3404,6023,8601,21514,5180,5189,1861,12849,7492,5311,5646,2136,5650
"ARHGEF7",3655,4993,1758,7899,5530,5147,17462,9592,7254,2687,9885,2284,6356,3482,4887,2540,1464,4857,2440,3548,3303,2011,6266
"ARHGEF7-AS1",0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ARHGEF9",2720,3851,782,5429,3161,5660,7325,1593,3590,2623,4972,2674,2120,3032,3671,2212,641,2187,2022,1830,1137,1486,5007
"ARHGEF9-IT1",0,1,0,3,1,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0
"ARID1A",2975,6270,3624,7612,5801,6565,13967,4811,6722,4207,7438,4638,9007,9388,5501,4594,1163,5731,4479,2527,2715,4160,17205
"ARID1B",1556,4204,1969,3304,3959,3992,6043,1870,3738,2138,4137,2496,2845,5190,3482,1992,753,2514,2755,1813,2157,2053,7253
"ARID2",1025,1120,680,1432,938,1740,2264,1108,1347,986,911,1098,2306,1612,1374,1406,354,1286,896,774,691,1387,3777
"ARID3A",129,483,335,226,303,440,1099,332,384,251,468,319,265,379,424,492,186,447,324,626,252,63,253
"ARID3B",91,184,161,294,161,460,825,384,156,175,160,211,232,671,184,196,94,203,203,241,130,110,390
"ARID3C",25,24,19,35,3,30,48,8,2,44,18,10,4,62,22,2,1,4,16,26,4,9,27
"ARID4A",786,1481,566,1036,1485,1572,979,852,918,606,1459,894,1340,1403,1466,777,265,977,847,828,602,757,1628
"ARID4B",1375,1859,1496,1599,2697,2213,2367,1543,2363,1263,2119,1202,2396,2214,1675,1571,446,1794,771,1741,1011,1501,3391
"ARID5A",1678,2513,2473,1481,1334,1128,2276,2883,2463,1261,928,1444,2832,973,1417,1571,776,3208,1653,1220,2492,575,2655
"ARID5B",1343,5205,2069,2196,2525,4016,3395,1523,2863,1669,1768,2463,4388,2129,1306,3601,1213,1777,4731,4016,2624,3017,7821
"ARIH1",1186,2389,2806,3141,2653,3790,3317,2040,2527,1327,1714,2136,3881,4120,1836,2303,666,3367,2128,3416,2305,2119,4747
